product_code,customer_code,market_code,order_date,sales_qty,sales_amount,currency,profit_margin_percentage,profit_margin,cost_price
Prod279,Cus020,Mark011,2017-10-11,1,102,INR,0.39,39.78,62.22
Prod279,Cus020,Mark011,2017-10-18,1,102,INR,-0.12,-12.24,114.24
Prod279,Cus020,Mark011,2017-10-19,1,102,INR,0.29,29.58,72.42
Prod279,Cus020,Mark011,2017-11-08,1,102,INR,0.36,36.72,65.28
Prod279,Cus020,Mark011,2018-03-09,1,102,INR,-0.35,-35.7,137.7
Prod279,Cus020,Mark011,2018-03-20,1,102,INR,0.26,26.52,75.48
Prod279,Cus020,Mark011,2018-03-22,1,102,INR,-0.35,-35.7,137.7
Prod279,Cus020,Mark011,2018-03-23,1,102,INR,-0.35,-35.7,137.7
Prod279,Cus020,Mark011,2018-03-29,1,102,INR,0.34,34.68,67.32
Prod279,Cus020,Mark011,2018-04-16,1,102,INR,-0.06,-6.12,108.12
Prod279,Cus020,Mark011,2018-04-19,1,102,INR,0.28,28.56,73.44
Prod279,Cus020,Mark011,2018-05-02,1,102,INR,0.21,21.42,80.58
Prod279,Cus020,Mark011,2018-05-03,1,102,INR,0.19,19.38,82.62
Prod279,Cus020,Mark011,2018-05-10,1,102,INR,-0.18,-18.36,120.36
Prod279,Cus020,Mark011,2018-06-08,1,102,INR,-0.33,-33.66,135.66
Prod279,Cus020,Mark011,2018-06-14,1,102,INR,-0.27,-27.54,129.54
Prod279,Cus020,Mark011,2018-06-18,1,102,INR,-0.33,-33.66,135.66
Prod279,Cus020,Mark011,2018-06-29,1,102,INR,-0.33,-33.66,135.66
Prod279,Cus020,Mark011,2018-07-03,1,102,INR,0.18,18.36,83.64
Prod279,Cus020,Mark011,2018-07-09,1,102,INR,0.34,34.68,67.32
Prod279,Cus020,Mark011,2018-07-10,1,102,INR,-0.09,-9.18,111.18
Prod279,Cus020,Mark011,2018-07-12,1,102,INR,0.13,13.26,88.74
Prod279,Cus020,Mark011,2018-07-16,1,102,INR,0.38,38.76,63.24
Prod279,Cus020,Mark011,2018-07-27,1,102,INR,0.29,29.58,72.42
Prod279,Cus020,Mark011,2018-08-02,1,102,INR,-0.24,-24.48,126.48
Prod279,Cus020,Mark011,2018-08-09,1,102,INR,-0.01,-1.02,103.02
Prod279,Cus020,Mark011,2018-09-06,1,102,INR,0.33,33.66,68.34
Prod279,Cus020,Mark011,2018-09-13,1,102,INR,0.34,34.68,67.32
Prod279,Cus020,Mark011,2018-09-21,1,102,INR,-0.1,-10.2,112.2
Prod279,Cus020,Mark011,2018-09-25,1,102,INR,0.27,27.54,74.46
Prod279,Cus020,Mark011,2018-09-27,1,102,INR,0.25,25.5,76.5
Prod279,Cus020,Mark011,2018-10-03,1,102,INR,-0.12,-12.24,114.24
Prod279,Cus020,Mark011,2018-10-05,1,102,INR,-0.33,-33.66,135.66
Prod279,Cus020,Mark011,2018-10-10,1,102,INR,0.26,26.52,75.48
Prod279,Cus020,Mark011,2018-10-11,1,102,INR,-0.32,-32.64,134.64
Prod279,Cus020,Mark011,2018-10-19,1,102,INR,0.33,33.66,68.34
Prod279,Cus020,Mark011,2018-10-25,1,102,INR,0.08,8.16,93.84
Prod279,Cus020,Mark011,2018-10-26,1,102,INR,0.01,1.02,100.98
Prod279,Cus020,Mark011,2018-10-31,1,102,INR,-0.01,-1.02,103.02
Prod279,Cus020,Mark011,2018-11-05,1,102,INR,0.15,15.3,86.7
Prod279,Cus020,Mark011,2018-11-07,1,102,INR,0.14,14.28,87.72
Prod279,Cus020,Mark011,2018-11-26,1,102,INR,-0.22,-22.44,124.44
Prod279,Cus020,Mark011,2019-04-16,1,102,INR,0.08,8.16,93.84
Prod279,Cus020,Mark011,2019-05-08,1,102,INR,-0.05,-5.1,107.1
Prod279,Cus020,Mark011,2019-05-13,1,102,INR,0.35,35.7,66.3
Prod279,Cus020,Mark011,2019-05-20,1,102,INR,0.24,24.48,77.52
Prod279,Cus020,Mark011,2019-06-03,1,102,INR,-0.14,-14.28,116.28
Prod279,Cus020,Mark011,2019-06-06,1,102,INR,0.01,1.02,100.98
Prod279,Cus020,Mark011,2019-06-19,1,102,INR,0.15,15.3,86.7
Prod279,Cus020,Mark011,2019-06-20,1,102,INR,0.1,10.2,91.8
Prod279,Cus020,Mark011,2019-06-28,1,102,INR,-0.25,-25.5,127.5
Prod279,Cus020,Mark011,2019-07-01,1,102,INR,-0.25,-25.5,127.5
Prod279,Cus020,Mark011,2019-07-12,1,102,INR,-0.17,-17.34,119.34
Prod279,Cus020,Mark011,2019-07-15,1,102,INR,0.1,10.2,91.8
Prod279,Cus020,Mark011,2019-07-17,1,102,INR,0.33,33.66,68.34
Prod279,Cus020,Mark011,2019-07-19,1,102,INR,-0.1,-10.2,112.2
Prod279,Cus020,Mark011,2019-07-24,1,102,INR,-0.19,-19.38,121.38
Prod279,Cus020,Mark011,2019-07-25,1,102,INR,-0.21,-21.42,123.42
Prod279,Cus020,Mark011,2019-07-30,1,102,INR,-0.3,-30.6,132.6
Prod279,Cus020,Mark011,2019-07-31,1,102,INR,0.37,37.74,64.26
Prod279,Cus020,Mark011,2019-08-02,1,102,INR,-0.09,-9.18,111.18
Prod279,Cus020,Mark011,2019-08-08,1,102,INR,-0.07,-7.14,109.14
Prod279,Cus020,Mark011,2019-08-27,1,102,INR,-0.05,-5.1,107.1
Prod279,Cus020,Mark011,2019-08-28,1,102,INR,0.17,17.34,84.66
Prod279,Cus020,Mark011,2019-09-06,1,102,INR,0.27,27.54,74.46
Prod279,Cus020,Mark011,2019-09-10,1,102,INR,0.14,14.28,87.72
Prod279,Cus020,Mark011,2019-09-12,1,102,INR,0.18,18.36,83.64
Prod279,Cus020,Mark011,2019-09-18,1,102,INR,-0.31,-31.62,133.62
Prod279,Cus020,Mark011,2019-09-19,1,102,INR,0.23,23.46,78.54
Prod279,Cus020,Mark011,2019-09-20,1,102,INR,0.09,9.18,92.82
Prod279,Cus020,Mark011,2019-10-11,1,102,INR,-0.24,-24.48,126.48
Prod279,Cus020,Mark011,2019-10-12,1,102,INR,0.16,16.32,85.68
Prod279,Cus020,Mark011,2019-10-14,1,102,INR,0.15,15.3,86.7
Prod279,Cus020,Mark011,2019-10-16,1,102,INR,0.26,26.52,75.48
Prod279,Cus020,Mark011,2019-10-21,1,102,INR,-0.24,-24.48,126.48
Prod279,Cus020,Mark011,2019-10-23,1,102,INR,0.35,35.7,66.3
Prod279,Cus020,Mark011,2019-11-11,1,102,INR,0.13,13.26,88.74
Prod279,Cus020,Mark011,2019-11-28,1,102,INR,0.22,22.44,79.56
Prod279,Cus020,Mark011,2019-12-04,1,102,INR,0.38,38.76,63.24
Prod279,Cus020,Mark011,2019-12-06,1,102,INR,0.26,26.52,75.48
Prod279,Cus020,Mark011,2019-12-11,1,102,INR,-0.31,-31.62,133.62
Prod279,Cus020,Mark011,2020-01-02,1,102,INR,0.14,14.28,87.72
Prod279,Cus020,Mark011,2020-01-08,1,102,INR,0.34,34.68,67.32
Prod279,Cus020,Mark011,2020-01-09,1,102,INR,-0.16,-16.32,118.32
Prod279,Cus020,Mark011,2020-01-10,1,102,INR,0.02,2.04,99.96
Prod279,Cus020,Mark011,2020-01-20,1,102,INR,-0.1,-10.2,112.2
Prod278,Cus020,Mark011,2017-10-11,1,102,INR,0.4,40.8,61.2
Prod278,Cus020,Mark011,2017-10-12,1,102,INR,-0.2,-20.4,122.4
Prod278,Cus020,Mark011,2017-10-17,1,102,INR,-0.18,-18.36,120.36
Prod278,Cus020,Mark011,2017-11-08,1,102,INR,-0.04,-4.08,106.08
Prod278,Cus020,Mark011,2018-03-09,1,102,INR,-0.1,-10.2,112.2
Prod278,Cus020,Mark011,2018-03-28,1,102,INR,0.1,10.2,91.8
Prod278,Cus020,Mark011,2018-03-29,1,102,INR,0.08,8.16,93.84
Prod278,Cus020,Mark011,2018-04-16,1,102,INR,-0.11,-11.22,113.22
Prod278,Cus020,Mark011,2018-04-18,1,102,INR,0.15,15.3,86.7
Prod278,Cus020,Mark011,2018-04-19,1,102,INR,0.37,37.74,64.26
Prod278,Cus020,Mark011,2018-04-20,1,102,INR,0.35,35.7,66.3
Prod278,Cus020,Mark011,2018-04-26,1,102,INR,-0.05,-5.1,107.1
Prod278,Cus020,Mark011,2018-05-24,1,102,INR,0.09,9.18,92.82
Prod278,Cus020,Mark011,2018-05-28,1,102,INR,0.14,14.28,87.72
Prod278,Cus020,Mark011,2018-06-28,1,102,INR,0,0,102
Prod278,Cus020,Mark011,2018-07-13,1,102,INR,0.02,2.04,99.96
Prod278,Cus020,Mark011,2018-07-18,1,102,INR,-0.04,-4.08,106.08
Prod278,Cus020,Mark011,2018-07-24,1,102,INR,0.18,18.36,83.64
Prod278,Cus020,Mark011,2018-07-27,1,102,INR,-0.34,-34.68,136.68
Prod278,Cus020,Mark011,2018-08-20,1,102,INR,-0.07,-7.14,109.14
Prod278,Cus020,Mark011,2018-08-23,1,102,INR,-0.27,-27.54,129.54
Prod278,Cus020,Mark011,2018-08-31,1,102,INR,-0.3,-30.6,132.6
Prod278,Cus020,Mark011,2018-09-12,1,102,INR,-0.09,-9.18,111.18
Prod278,Cus020,Mark011,2018-09-13,1,102,INR,-0.35,-35.7,137.7
Prod278,Cus020,Mark011,2018-09-17,1,102,INR,-0.28,-28.56,130.56
Prod278,Cus020,Mark011,2018-09-21,1,102,INR,-0.14,-14.28,116.28
Prod278,Cus020,Mark011,2018-09-24,1,102,INR,-0.28,-28.56,130.56
Prod278,Cus020,Mark011,2018-09-25,1,102,INR,0.19,19.38,82.62
Prod278,Cus020,Mark011,2018-10-05,1,102,INR,-0.18,-18.36,120.36
Prod278,Cus020,Mark011,2018-10-08,1,102,INR,0.31,31.62,70.38
Prod278,Cus020,Mark011,2018-10-10,1,102,INR,0.05,5.1,96.9
Prod278,Cus020,Mark011,2018-10-15,1,102,INR,0.16,16.32,85.68
Prod278,Cus020,Mark011,2018-10-22,1,102,INR,-0.15,-15.3,117.3
Prod278,Cus020,Mark011,2018-10-25,1,102,INR,0.15,15.3,86.7
Prod278,Cus020,Mark011,2018-10-26,1,102,INR,-0.31,-31.62,133.62
Prod278,Cus020,Mark011,2018-10-31,1,102,INR,-0.1,-10.2,112.2
Prod278,Cus020,Mark011,2019-04-10,1,102,INR,-0.1,-10.2,112.2
Prod278,Cus020,Mark011,2019-04-16,1,102,INR,0.32,32.64,69.36
Prod278,Cus020,Mark011,2019-04-24,1,102,INR,0.06,6.12,95.88
Prod278,Cus020,Mark011,2019-05-03,1,102,INR,0.31,31.62,70.38
Prod278,Cus020,Mark011,2019-05-08,1,102,INR,-0.1,-10.2,112.2
Prod278,Cus020,Mark011,2019-05-15,1,102,INR,0.33,33.66,68.34
Prod278,Cus020,Mark011,2019-05-17,1,102,INR,0.14,14.28,87.72
Prod278,Cus020,Mark011,2019-05-24,1,102,INR,-0.07,-7.14,109.14
Prod278,Cus020,Mark011,2019-05-27,1,102,INR,0,0,102
Prod278,Cus020,Mark011,2019-05-28,1,102,INR,0.21,21.42,80.58
Prod278,Cus020,Mark011,2019-06-04,1,102,INR,0.39,39.78,62.22
Prod278,Cus020,Mark011,2019-06-17,1,102,INR,-0.03,-3.06,105.06
Prod278,Cus020,Mark011,2019-06-20,1,102,INR,-0.14,-14.28,116.28
Prod278,Cus020,Mark011,2019-06-21,1,102,INR,-0.09,-9.18,111.18
Prod278,Cus020,Mark011,2019-07-01,1,102,INR,-0.15,-15.3,117.3
Prod278,Cus020,Mark011,2019-07-02,1,102,INR,-0.23,-23.46,125.46
Prod278,Cus020,Mark011,2019-07-09,1,102,INR,-0.07,-7.14,109.14
Prod278,Cus020,Mark011,2019-07-10,1,102,INR,-0.28,-28.56,130.56
Prod278,Cus020,Mark011,2019-07-12,1,102,INR,0.08,8.16,93.84
Prod278,Cus020,Mark011,2019-07-19,1,102,INR,0.04,4.08,97.92
Prod278,Cus020,Mark011,2019-07-25,1,102,INR,-0.26,-26.52,128.52
Prod278,Cus020,Mark011,2019-07-31,1,102,INR,0.06,6.12,95.88
Prod278,Cus020,Mark011,2019-08-05,1,102,INR,-0.13,-13.26,115.26
Prod278,Cus020,Mark011,2019-08-22,1,102,INR,-0.31,-31.62,133.62
Prod278,Cus020,Mark011,2019-09-04,1,102,INR,-0.19,-19.38,121.38
Prod278,Cus020,Mark011,2019-09-12,1,102,INR,0.36,36.72,65.28
Prod278,Cus020,Mark011,2019-09-18,1,102,INR,-0.11,-11.22,113.22
Prod278,Cus020,Mark011,2019-09-19,1,102,INR,0.07,7.14,94.86
Prod278,Cus020,Mark011,2019-09-20,1,102,INR,0.06,6.12,95.88
Prod278,Cus020,Mark011,2019-09-30,1,102,INR,0.1,10.2,91.8
Prod278,Cus020,Mark011,2019-10-01,1,102,INR,-0.12,-12.24,114.24
Prod278,Cus020,Mark011,2019-10-08,1,102,INR,0.36,36.72,65.28
Prod278,Cus020,Mark011,2019-10-11,1,102,INR,-0.29,-29.58,131.58
Prod278,Cus020,Mark011,2019-10-14,1,102,INR,-0.3,-30.6,132.6
Prod278,Cus020,Mark011,2019-11-07,1,102,INR,0.1,10.2,91.8
Prod278,Cus020,Mark011,2019-11-18,1,102,INR,-0.05,-5.1,107.1
Prod278,Cus020,Mark011,2019-11-29,1,102,INR,0.37,37.74,64.26
Prod278,Cus020,Mark011,2019-12-06,1,102,INR,-0.04,-4.08,106.08
Prod278,Cus020,Mark011,2019-12-10,1,102,INR,0.09,9.18,92.82
Prod278,Cus020,Mark011,2019-12-11,1,102,INR,0.09,9.18,92.82
Prod278,Cus020,Mark011,2019-12-24,1,102,INR,0.28,28.56,73.44
Prod278,Cus020,Mark011,2019-12-27,1,102,INR,0.21,21.42,80.58
Prod278,Cus020,Mark011,2020-01-03,1,102,INR,-0.05,-5.1,107.1
Prod294,Cus020,Mark011,2017-10-11,1,102,INR,0.01,1.02,100.98
Prod294,Cus020,Mark011,2017-10-19,1,102,INR,-0.02,-2.04,104.04
Prod294,Cus020,Mark011,2017-10-26,1,102,INR,-0.22,-22.44,124.44
Prod294,Cus020,Mark011,2017-11-08,1,102,INR,0.08,8.16,93.84
Prod294,Cus020,Mark011,2018-03-14,1,102,INR,-0.19,-19.38,121.38
Prod294,Cus020,Mark011,2018-03-15,1,102,INR,-0.08,-8.16,110.16
Prod294,Cus020,Mark011,2018-03-19,1,102,INR,0.01,1.02,100.98
Prod294,Cus020,Mark011,2018-03-21,1,102,INR,0.2,20.4,81.6
Prod294,Cus020,Mark011,2018-04-17,1,102,INR,0.37,37.74,64.26
Prod294,Cus020,Mark011,2018-04-19,1,102,INR,-0.26,-26.52,128.52
Prod294,Cus020,Mark011,2018-05-18,1,102,INR,0.11,11.22,90.78
Prod294,Cus020,Mark011,2018-05-28,1,102,INR,0.23,23.46,78.54
Prod294,Cus020,Mark011,2018-05-29,1,102,INR,0.37,37.74,64.26
Prod294,Cus020,Mark011,2018-06-01,1,102,INR,-0.25,-25.5,127.5
Prod294,Cus020,Mark011,2018-06-08,1,102,INR,0.4,40.8,61.2
Prod294,Cus020,Mark011,2018-06-12,1,102,INR,-0.32,-32.64,134.64
Prod294,Cus020,Mark011,2018-06-28,1,102,INR,0.04,4.08,97.92
Prod294,Cus020,Mark011,2018-07-03,1,102,INR,-0.01,-1.02,103.02
Prod294,Cus020,Mark011,2018-07-04,1,102,INR,-0.28,-28.56,130.56
Prod294,Cus020,Mark011,2018-07-05,1,102,INR,0.05,5.1,96.9
Prod294,Cus020,Mark011,2018-07-13,1,102,INR,0.33,33.66,68.34
Prod294,Cus020,Mark011,2018-07-16,1,102,INR,0.21,21.42,80.58
Prod294,Cus020,Mark011,2018-07-27,1,102,INR,0.39,39.78,62.22
Prod294,Cus020,Mark011,2018-08-08,1,102,INR,-0.28,-28.56,130.56
Prod294,Cus020,Mark011,2018-08-24,1,102,INR,-0.33,-33.66,135.66
Prod294,Cus020,Mark011,2018-09-04,1,102,INR,-0.19,-19.38,121.38
Prod294,Cus020,Mark011,2018-09-05,1,102,INR,-0.21,-21.42,123.42
Prod294,Cus020,Mark011,2018-09-06,1,102,INR,0.16,16.32,85.68
Prod294,Cus020,Mark011,2018-09-07,1,102,INR,0.15,15.3,86.7
Prod294,Cus020,Mark011,2018-09-10,1,102,INR,0.12,12.24,89.76
Prod294,Cus020,Mark011,2018-09-12,1,102,INR,-0.04,-4.08,106.08
Prod294,Cus020,Mark011,2018-09-13,1,102,INR,-0.26,-26.52,128.52
Prod294,Cus020,Mark011,2018-09-14,1,102,INR,-0.23,-23.46,125.46
Prod294,Cus020,Mark011,2018-09-21,1,102,INR,0.16,16.32,85.68
Prod294,Cus020,Mark011,2018-09-26,1,102,INR,-0.09,-9.18,111.18
Prod294,Cus020,Mark011,2018-10-25,1,102,INR,-0.02,-2.04,104.04
Prod294,Cus020,Mark011,2018-11-06,1,102,INR,0.22,22.44,79.56
Prod294,Cus020,Mark011,2019-04-30,1,102,INR,-0.14,-14.28,116.28
Prod294,Cus020,Mark011,2019-05-15,1,102,INR,0.27,27.54,74.46
Prod294,Cus020,Mark011,2019-06-04,1,102,INR,-0.35,-35.7,137.7
Prod294,Cus020,Mark011,2019-06-05,1,102,INR,-0.1,-10.2,112.2
Prod294,Cus020,Mark011,2019-06-14,1,102,INR,0.02,2.04,99.96
Prod294,Cus020,Mark011,2019-06-26,1,102,INR,0.02,2.04,99.96
Prod294,Cus020,Mark011,2019-07-02,1,102,INR,0.31,31.62,70.38
Prod294,Cus020,Mark011,2019-07-17,1,102,INR,-0.01,-1.02,103.02
Prod294,Cus020,Mark011,2019-07-18,1,102,INR,0.37,37.74,64.26
Prod294,Cus020,Mark011,2019-07-19,1,102,INR,-0.22,-22.44,124.44
Prod294,Cus020,Mark011,2019-07-29,1,102,INR,-0.13,-13.26,115.26
Prod294,Cus020,Mark011,2019-08-05,1,102,INR,-0.08,-8.16,110.16
Prod294,Cus020,Mark011,2019-08-09,1,102,INR,-0.01,-1.02,103.02
Prod294,Cus020,Mark011,2019-08-28,1,102,INR,-0.11,-11.22,113.22
Prod294,Cus020,Mark011,2019-09-02,1,102,INR,0.08,8.16,93.84
Prod294,Cus020,Mark011,2019-09-09,1,102,INR,0.02,2.04,99.96
Prod294,Cus020,Mark011,2019-09-16,1,102,INR,0.4,40.8,61.2
Prod294,Cus020,Mark011,2019-09-19,1,102,INR,-0.11,-11.22,113.22
Prod294,Cus020,Mark011,2019-09-24,1,102,INR,-0.06,-6.12,108.12
Prod294,Cus020,Mark011,2019-09-30,1,102,INR,0.18,18.36,83.64
Prod294,Cus020,Mark011,2019-10-28,1,102,INR,-0.03,-3.06,105.06
Prod294,Cus020,Mark011,2019-10-30,1,102,INR,0.13,13.26,88.74
Prod294,Cus020,Mark011,2019-11-07,1,102,INR,-0.19,-19.38,121.38
Prod294,Cus020,Mark011,2019-11-14,1,102,INR,0.27,27.54,74.46
Prod294,Cus020,Mark011,2019-11-19,1,102,INR,0.01,1.02,100.98
Prod294,Cus020,Mark011,2019-11-20,1,102,INR,-0.04,-4.08,106.08
Prod294,Cus020,Mark011,2019-12-17,1,102,INR,0.39,39.78,62.22
Prod294,Cus020,Mark011,2019-12-20,1,102,INR,0.39,39.78,62.22
Prod294,Cus020,Mark011,2020-01-08,1,102,INR,0.32,32.64,69.36
Prod294,Cus020,Mark011,2020-01-17,1,102,INR,0.17,17.34,84.66
Prod281,Cus020,Mark011,2017-11-13,1,102,INR,-0.24,-24.48,126.48
Prod292,Cus020,Mark011,2017-11-20,1,102,INR,-0.28,-28.56,130.56
Prod281,Cus020,Mark011,2017-11-23,1,102,INR,0.22,22.44,79.56
Prod281,Cus020,Mark011,2017-12-06,1,102,INR,0.29,29.58,72.42
Prod292,Cus020,Mark011,2017-12-18,1,102,INR,0.04,4.08,97.92
Prod292,Cus020,Mark011,2018-01-05,1,102,INR,0.39,39.78,62.22
Prod281,Cus020,Mark011,2018-01-08,1,102,INR,0.14,14.28,87.72
Prod292,Cus020,Mark011,2018-01-29,1,102,INR,0.3,30.6,71.4
Prod281,Cus020,Mark011,2018-02-08,1,102,INR,-0.27,-27.54,129.54
Prod281,Cus020,Mark011,2018-02-09,1,102,INR,0.15,15.3,86.7
Prod281,Cus020,Mark011,2018-02-23,1,102,INR,0.32,32.64,69.36
Prod281,Cus020,Mark011,2018-02-26,1,102,INR,0.22,22.44,79.56
Prod281,Cus020,Mark011,2018-03-06,1,102,INR,0.31,31.62,70.38
Prod281,Cus020,Mark011,2018-08-20,1,102,INR,0.35,35.7,66.3
